,File,Analysis,Decoded State (Start),Decoded State (Stop),Transition Direction,Change Point Time (s),Counts (Mean),Counts (Variance),Counts (Sum),Counts (Min),Counts (Max),Duration (Number of Bins),Duration (us),Coefficient of Dispersion,Sample Size Error (%),Number of Bead States,Input Bead Arrival Rate (/s),Input Probability Stay Background,Input Bead Transit Time (us),Input Probability Stay Bead,Bin Width (s),Input lambda0 (/s),Input lambda1 (/s),h_i,h_d
4919,med,HMMViterbi,0,0,-1.0,5.435816,0.288961038961039,0.2973370277930539,89.0,0.0,3.0,308.0,308.0,1.0289865680928156,5.698028822981898,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4920,med,HMMViterbi,1,3,1.0,5.4361239999999995,2.9375,2.7291666666666665,47.0,1.0,6.0,16.0,16.0,0.9290780141843971,25.0,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4921,med,HMMViterbi,0,0,-1.0,5.43614,0.22939236928874235,0.22963521025277217,487.0,0.0,3.0,2123.0,2123.0,1.001058627036212,2.170326148564912,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4922,med,HMMViterbi,1,3,1.0,5.438263,2.32,2.893333333333334,58.0,0.0,6.0,25.0,24.999999999999996,1.2471264367816095,20.0,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4923,med,HMMViterbi,0,0,-1.0,5.438288,0.2112676056338028,0.2232861201056835,150.0,0.0,3.0,710.0,710.0,1.0568876351669019,3.752933125204008,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4924,med,HMMViterbi,1,3,1.0,5.438998,1.8571428571428572,1.8241758241758244,26.0,0.0,4.0,14.0,14.0,0.9822485207100592,26.72612419124244,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4925,med,HMMViterbi,0,0,-1.0,5.439012,0.25407055630936226,0.26287789390033517,749.0,0.0,4.0,2948.0,2947.9999999999995,1.0346649281951779,1.8417736717093929,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4926,med,HMMViterbi,1,3,1.0,5.44196,1.368421052631579,1.2456140350877192,26.0,0.0,4.0,19.0,18.999999999999996,0.9102564102564101,22.94157338705618,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4927,med,HMMViterbi,0,0,-1.0,5.441979,0.2802547770700637,0.310982682485094,88.0,0.0,3.0,314.0,314.0,1.1096427534127218,5.643326479831003,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4928,med,HMMViterbi,1,3,1.0,5.442292999999999,1.2083333333333333,1.3894927536231885,29.0,0.0,4.0,24.0,24.0,1.1499250374812595,20.41241452319315,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4929,med,HMMViterbi,0,0,-1.0,5.442317,0.24126592683929304,0.24974379150712783,587.0,0.0,3.0,2433.0,2433.0,1.0351390881377207,2.027350999611759,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4930,med,HMMViterbi,1,3,1.0,5.44475,2.3,1.3789473684210527,46.0,0.0,5.0,20.0,20.0,0.5995423340961099,22.360679774997898,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4931,med,HMMViterbi,0,0,-1.0,5.44477,0.2328767123287671,0.2522767037937951,374.0,0.0,4.0,1606.0,1606.0,1.0833058457027671,2.4953256425297483,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4932,med,HMMViterbi,1,3,1.0,5.446376,1.9130434782608696,2.173913043478261,44.0,0.0,5.0,23.0,23.0,1.1363636363636365,20.851441405707476,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4933,med,HMMViterbi,0,0,-1.0,5.4463989999999995,0.21594982078853048,0.2250727293183535,241.0,0.0,3.0,1116.0,1116.0,1.0422455017397614,2.9934217004462487,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4934,med,HMMViterbi,1,3,1.0,5.447515,2.142857142857143,4.328571428571428,45.0,0.0,8.0,21.0,21.0,2.02,21.821789023599237,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4935,med,HMMViterbi,0,0,-1.0,5.4475359999999995,0.3006535947712418,0.3432232542139663,46.0,0.0,2.0,153.0,153.0,1.1415903890160184,8.084520834544431,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4936,med,HMMViterbi,1,3,1.0,5.447689,1.8,1.666666666666667,45.0,0.0,5.0,25.0,24.999999999999996,0.925925925925926,20.0,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4937,med,HMMViterbi,0,0,-1.0,5.4477139999999995,0.19230769230769232,0.15837104072398192,10.0,0.0,1.0,52.0,52.0,0.823529411764706,13.867504905630728,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4938,med,HMMViterbi,1,3,1.0,5.447766,2.6666666666666665,4.5,24.0,1.0,6.0,9.0,9.0,1.6875,33.33333333333333,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4939,med,HMMViterbi,0,0,-1.0,5.447775,0.2692307692307692,0.27823940765117244,252.0,0.0,3.0,936.0,936.0,1.033460656990069,3.268602252303068,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4940,med,HMMViterbi,1,3,1.0,5.448710999999999,1.619047619047619,2.3476190476190473,34.0,0.0,5.0,21.0,21.0,1.4499999999999997,21.821789023599237,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4941,med,HMMViterbi,0,0,-1.0,5.448732,0.21433850702143384,0.22473508355309482,290.0,0.0,4.0,1353.0,1353.0,1.048505407059784,2.718636239135184,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4942,med,HMMViterbi,1,3,1.0,5.450085,1.5555555555555556,1.084967320261438,28.0,0.0,3.0,18.0,18.0,0.6974789915966387,23.57022603955158,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4943,med,HMMViterbi,0,0,-1.0,5.4501029999999995,0.2391304347826087,0.2508840081677375,209.0,0.0,3.0,874.0,874.0,1.0491513068832659,3.382550457458692,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4944,med,HMMViterbi,1,3,1.0,5.450977,3.5,3.3157894736842106,70.0,1.0,8.0,20.0,20.0,0.9473684210526316,22.360679774997898,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4945,med,HMMViterbi,0,0,-1.0,5.450997,0.2497536945812808,0.2535115213638692,507.0,0.0,3.0,2030.0,2030.0000000000002,1.0150461309046437,2.2194838080923764,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4946,med,HMMViterbi,1,3,1.0,5.453027,1.2777777777777777,1.15359477124183,23.0,0.0,3.0,18.0,18.0,0.9028132992327366,23.57022603955158,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4947,med,HMMViterbi,0,0,-1.0,5.4530449999999995,0.24713375796178344,0.25441470471502836,2134.0,0.0,4.0,8635.0,8635.0,1.0294615628932848,1.0761401354835765,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4948,med,HMMViterbi,1,3,1.0,5.461679999999999,1.1379310344827587,0.980295566502463,33.0,0.0,4.0,29.0,29.0,0.8614718614718614,18.569533817705185,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4949,med,HMMViterbi,0,0,-1.0,5.461709,0.24183006535947713,0.26015515240364057,259.0,0.0,3.0,1071.0,1071.0,1.07577671129073,3.0556616567607042,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4950,med,HMMViterbi,1,3,1.0,5.4627799999999995,1.5,1.2058823529411764,27.0,0.0,4.0,18.0,18.0,0.8039215686274509,23.57022603955158,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4951,med,HMMViterbi,0,0,-1.0,5.462797999999999,0.15730337078651685,0.15679264555669054,14.0,0.0,2.0,89.0,89.0,0.996753246753247,10.5999788000636,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4952,med,HMMViterbi,1,3,1.0,5.462886999999999,3.2941176470588234,4.220588235294118,56.0,1.0,7.0,17.0,17.0,1.28125,24.253562503633297,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4953,med,HMMViterbi,0,0,-1.0,5.462904,0.21220159151193635,0.2257270956080843,240.0,0.0,3.0,1131.0,1130.9999999999998,1.0637389380530973,2.973505167250263,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4954,med,HMMViterbi,1,3,1.0,5.464035,1.6785714285714286,1.5595238095238093,47.0,0.0,4.0,28.0,28.0,0.9290780141843971,18.89822365046136,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4955,med,HMMViterbi,0,0,-1.0,5.4640629999999994,0.249489349285089,0.2591029207125654,855.0,0.0,4.0,3427.0,3427.0,1.0385329933122358,1.7082166388387978,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4956,med,HMMViterbi,1,3,1.0,5.46749,1.8,0.6222222222222223,18.0,1.0,3.0,10.0,10.0,0.34567901234567905,31.622776601683793,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4957,med,HMMViterbi,0,0,-1.0,5.467499999999999,0.18604651162790697,0.15503875968992245,8.0,0.0,1.0,43.0,42.99999999999999,0.8333333333333331,15.249857033260467,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4958,med,HMMViterbi,1,3,1.0,5.467543,1.5,3.1666666666666665,15.0,0.0,6.0,10.0,10.0,2.111111111111111,31.622776601683793,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4959,med,HMMViterbi,0,0,-1.0,5.467553,0.2545824847250509,0.2672721870606533,625.0,0.0,4.0,2455.0,2454.9999999999995,1.0498451507742463,2.018246703354378,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4960,med,HMMViterbi,1,3,1.0,5.470008,2.0476190476190474,3.847619047619048,43.0,0.0,7.0,21.0,21.0,1.8790697674418608,21.821789023599237,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4961,med,HMMViterbi,0,0,-1.0,5.470028999999999,0.2467151027979595,0.2603962114926494,1596.0,0.0,4.0,6469.0,6469.0,1.0554530652543541,1.2433157191280193,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4962,med,HMMViterbi,1,3,1.0,5.476497999999999,1.4,2.488888888888889,14.0,0.0,5.0,10.0,10.0,1.777777777777778,31.622776601683793,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4963,med,HMMViterbi,0,0,-1.0,5.476508,0.24876847290640394,0.2389010708667157,202.0,0.0,3.0,812.0,812.0,0.9603349977414511,3.5093120317179816,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4964,med,HMMViterbi,1,3,1.0,5.47732,2.125,0.9821428571428571,17.0,1.0,3.0,8.0,8.0,0.4621848739495798,35.35533905932738,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4965,med,HMMViterbi,0,0,-1.0,5.477328,0.23210412147505424,0.23514099783080256,107.0,0.0,3.0,461.0,461.0,1.0130841121495324,4.657464328326223,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4966,med,HMMViterbi,1,3,1.0,5.477789,2.25,2.25,9.0,1.0,4.0,4.0,4.0,1.0,50.0,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4967,med,HMMViterbi,0,0,-1.0,5.477793,0.23922539312754804,0.24231144300152008,1643.0,0.0,4.0,6868.0,6868.0,1.0129001768316737,1.206659834309881,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4968,med,HMMViterbi,1,3,1.0,5.484661,3.111111111111111,4.222222222222221,56.0,1.0,8.0,18.0,18.0,1.3571428571428568,23.57022603955158,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4969,med,HMMViterbi,0,0,-1.0,5.484679,0.2395005675368899,0.27098338664740484,211.0,0.0,3.0,881.0,881.0,1.131451960361913,3.369085602646045,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4970,med,HMMViterbi,1,3,1.0,5.4855599999999995,2.125,2.3833333333333333,34.0,0.0,6.0,16.0,16.0,1.1215686274509804,25.0,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4971,med,HMMViterbi,0,0,-1.0,5.485576,0.24578527062999111,0.2741871124575377,831.0,0.0,4.0,3381.0,3381.0,1.115555508085361,1.7197979012252742,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4972,med,HMMViterbi,1,3,1.0,5.488957,2.0384615384615383,2.3584615384615386,53.0,0.0,5.0,26.0,26.0,1.156981132075472,19.6116135138184,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4973,med,HMMViterbi,0,0,-1.0,5.488983,0.2766798418972332,0.2723508375682289,70.0,0.0,2.0,253.0,252.99999999999997,0.9843537414965988,6.286946134619314,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4974,med,HMMViterbi,1,3,1.0,5.489236,1.9,1.2111111111111112,19.0,1.0,4.0,10.0,10.0,0.6374269005847955,31.622776601683793,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4975,med,HMMViterbi,0,0,-1.0,5.489246,0.23469387755102042,0.2020828950136756,23.0,0.0,2.0,98.0,98.0,0.8610488570147916,10.101525445522109,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4976,med,HMMViterbi,1,3,1.0,5.489344,1.8888888888888888,2.1045751633986933,34.0,0.0,4.0,18.0,18.0,1.1141868512110729,23.57022603955158,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4977,med,HMMViterbi,0,0,-1.0,5.489362,0.28466076696165193,0.2925560885914345,193.0,0.0,3.0,678.0,678.0,1.027735896709806,3.8404768632128423,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4978,med,HMMViterbi,1,3,1.0,5.49004,2.5714285714285716,1.9523809523809523,18.0,1.0,5.0,7.0,7.0,0.7592592592592592,37.79644730092272,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4979,med,HMMViterbi,0,0,-1.0,5.490047,0.2,0.19375000000000003,13.0,0.0,2.0,65.0,65.0,0.9687500000000001,12.403473458920846,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4980,med,HMMViterbi,1,3,1.0,5.490112,2.1923076923076925,4.081538461538462,57.0,0.0,10.0,26.0,26.0,1.8617543859649122,19.6116135138184,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4981,med,HMMViterbi,0,0,-1.0,5.490138,0.23792325056433408,0.2410182687229431,527.0,0.0,3.0,2215.0,2215.0,1.0130084729057287,2.1247759143566762,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4982,med,HMMViterbi,1,3,1.0,5.492353,2.1176470588235294,2.3602941176470584,36.0,0.0,5.0,17.0,17.0,1.114583333333333,24.253562503633297,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4983,med,HMMViterbi,0,0,-1.0,5.492369999999999,0.26214340786430224,0.2830796615170812,340.0,0.0,4.0,1297.0,1297.0,1.0798656499636892,2.776706724035329,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4984,med,HMMViterbi,1,3,1.0,5.493666999999999,4.105263157894737,6.988304093567251,78.0,1.0,8.0,19.0,18.999999999999996,1.7022792022792022,22.94157338705618,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4985,med,HMMViterbi,0,0,-1.0,5.493685999999999,0.23012367491166077,0.24176118664207902,521.0,0.0,4.0,2264.0,2264.0,1.0505706843717215,2.101656758545993,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4986,med,HMMViterbi,1,3,1.0,5.49595,1.7,0.8999999999999999,17.0,0.0,3.0,10.0,10.0,0.5294117647058824,31.622776601683793,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4987,med,HMMViterbi,0,0,-1.0,5.49596,0.25129302657392544,0.26488193463384563,1409.0,0.0,3.0,5607.0,5607.0,1.0540759457004774,1.3354718003583397,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4988,med,HMMViterbi,1,3,1.0,5.501567,1.7333333333333334,1.3523809523809525,26.0,1.0,5.0,15.0,14.999999999999998,0.7802197802197802,25.819888974716115,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4989,med,HMMViterbi,0,0,-1.0,5.501582,0.23751418842224745,0.246437872350434,837.0,0.0,3.0,3524.0,3524.0,1.0375711614849814,1.6845428013230226,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4990,med,HMMViterbi,1,3,1.0,5.505106,1.25,1.4772727272727273,15.0,0.0,4.0,12.0,12.0,1.1818181818181819,28.867513459481287,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4991,med,HMMViterbi,0,0,-1.0,5.5051179999999995,0.23377703826955074,0.24741358023266816,843.0,0.0,3.0,3606.0,3606.0,1.0583314001411641,1.6652795114811345,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4992,med,HMMViterbi,1,3,1.0,5.508724,2.85,3.818421052631579,57.0,0.0,9.0,20.0,20.0,1.3397968605724837,22.360679774997898,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4993,med,HMMViterbi,0,0,-1.0,5.508744,0.24073869291164438,0.25026674027110707,2177.0,0.0,4.0,9043.0,9042.999999999998,1.0395783795459903,1.0515834308520005,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4994,med,HMMViterbi,1,3,1.0,5.517786999999999,1.4545454545454546,0.8727272727272728,16.0,1.0,4.0,11.0,11.0,0.6,30.15113445777636,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4995,med,HMMViterbi,0,0,-1.0,5.517798,0.25263157894736843,0.270997165043757,216.0,0.0,3.0,855.0,855.0,1.072697111631538,3.419927840283847,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4996,med,HMMViterbi,1,3,1.0,5.518653,1.9166666666666667,1.9015151515151516,23.0,0.0,5.0,12.0,12.0,0.9920948616600791,28.867513459481287,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4997,med,HMMViterbi,0,0,-1.0,5.5186649999999995,0.23404725104879665,0.25174688910960147,1060.0,0.0,5.0,4529.0,4529.0,1.0756242082805518,1.4859316721917633,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4998,med,HMMViterbi,1,3,1.0,5.523194,1.826086956521739,2.6956521739130435,42.0,0.0,7.0,23.0,23.0,1.4761904761904763,20.851441405707476,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
4999,med,HMMViterbi,0,0,-1.0,5.523217,0.22300469483568075,0.21132836233084784,95.0,0.0,2.0,426.0,426.0,0.947640866873065,4.845015831115092,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5000,med,HMMViterbi,1,3,1.0,5.523643,2.2903225806451615,4.346236559139785,71.0,0.0,8.0,31.0,31.0,1.8976525821596244,17.96053020267749,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5001,med,HMMViterbi,0,0,-1.0,5.523674,0.21487603305785125,0.19126980503173371,78.0,0.0,2.0,363.0,363.0,0.8901402464938376,5.2486388108147795,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5002,med,HMMViterbi,1,3,1.0,5.524037,1.967741935483871,3.9655913978494612,61.0,0.0,7.0,31.0,31.0,2.0153005464480866,17.96053020267749,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5003,med,HMMViterbi,0,0,-1.0,5.524068,0.22107438016528927,0.24295039611245145,107.0,0.0,3.0,484.0,484.0,1.0989531936301542,4.545454545454546,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5004,med,HMMViterbi,1,3,1.0,5.524552,2.3333333333333335,1.5,21.0,1.0,4.0,9.0,9.0,0.6428571428571428,33.33333333333333,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5005,med,HMMViterbi,0,0,-1.0,5.524560999999999,0.24185092318212903,0.2467843526000367,1061.0,0.0,3.0,4387.0,4386.999999999999,1.0203986379419048,1.509788742492445,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5006,med,HMMViterbi,1,3,1.0,5.528948,1.2941176470588236,3.4705882352941178,22.0,0.0,7.0,17.0,17.0,2.6818181818181817,24.253562503633297,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5007,med,HMMViterbi,0,0,-1.0,5.5289649999999995,0.1592920353982301,0.17082806573957018,18.0,0.0,2.0,113.0,113.0,1.072420634920635,9.407208683835973,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5008,med,HMMViterbi,1,3,1.0,5.529078,1.7692307692307692,2.358974358974359,23.0,0.0,5.0,13.0,13.0,1.3333333333333335,27.735009811261456,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5009,med,HMMViterbi,0,0,-1.0,5.529090999999999,0.27314814814814814,0.28318260120585703,59.0,0.0,3.0,216.0,216.0,1.0367363027197478,6.804138174397717,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5010,med,HMMViterbi,1,3,1.0,5.529306999999999,1.8888888888888888,0.8611111111111112,17.0,1.0,3.0,9.0,9.0,0.4558823529411765,33.33333333333333,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5011,med,HMMViterbi,0,0,-1.0,5.529316,0.2392,0.24368083233293317,598.0,0.0,4.0,2500.0,2500.0,1.0187325766426971,2.0,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5012,med,HMMViterbi,1,3,1.0,5.531816,2.3333333333333335,3.5362318840579716,56.0,0.0,6.0,24.0,24.0,1.5155279503105592,20.41241452319315,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5013,med,HMMViterbi,0,0,-1.0,5.53184,0.29850746268656714,0.26044776119402985,60.0,0.0,2.0,201.0,200.99999999999997,0.8725,7.053456158585983,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5014,med,HMMViterbi,1,3,1.0,5.5320409999999995,2.739130434782609,2.565217391304348,63.0,0.0,6.0,23.0,23.0,0.9365079365079365,20.851441405707476,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5015,med,HMMViterbi,0,0,-1.0,5.532064,0.21578947368421053,0.22302979671400722,41.0,0.0,2.0,190.0,189.99999999999997,1.0335527164795457,7.2547625011001164,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5016,med,HMMViterbi,1,3,1.0,5.532254,2.142857142857143,2.428571428571429,45.0,0.0,5.0,21.0,21.0,1.1333333333333335,21.821789023599237,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5017,med,HMMViterbi,0,0,-1.0,5.532274999999999,0.2711864406779661,0.26056556180023904,208.0,0.0,3.0,767.0,767.0,0.9608355091383814,3.6107907233705947,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5018,med,HMMViterbi,1,3,1.0,5.533042,3.238095238095238,6.99047619047619,68.0,0.0,11.0,21.0,21.0,2.1588235294117646,21.821789023599237,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5019,med,HMMViterbi,0,0,-1.0,5.533062999999999,0.23170399927450802,0.2378919174545285,2555.0,0.0,4.0,11027.0,11027.0,1.0267061345483701,0.9522945803722153,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5020,med,HMMViterbi,1,3,1.0,5.54409,1.6153846153846154,0.7564102564102564,21.0,1.0,4.0,13.0,13.0,0.46825396825396826,27.735009811261456,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5021,med,HMMViterbi,0,0,-1.0,5.544103,0.24001581652827206,0.24577151873708028,607.0,0.0,4.0,2529.0,2529.0,1.0239805121681647,1.9884999542396455,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5022,med,HMMViterbi,1,3,1.0,5.546632,2.5833333333333335,4.601449275362318,62.0,0.0,7.0,24.0,24.0,1.781206171107994,20.41241452319315,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5023,med,HMMViterbi,0,0,-1.0,5.546656,0.249758298420883,0.2590062278284383,775.0,0.0,4.0,3103.0,3103.0,1.0370275160666376,1.7951845926143029,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5024,med,HMMViterbi,1,3,1.0,5.549759,1.7058823529411764,2.2205882352941173,29.0,0.0,6.0,17.0,17.0,1.3017241379310343,24.253562503633297,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5025,med,HMMViterbi,0,0,-1.0,5.549776,0.22952380952380952,0.23504979695546632,482.0,0.0,3.0,2100.0,2100.0,1.0240758788516169,2.1821789023599236,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5026,med,HMMViterbi,1,3,1.0,5.551876,2.357142857142857,4.554945054945054,33.0,0.0,8.0,14.0,14.0,1.932400932400932,26.72612419124244,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5027,med,HMMViterbi,0,0,-1.0,5.551889999999999,0.2508532423208191,0.26571613131226174,1323.0,0.0,4.0,5274.0,5274.0,1.0592493397890161,1.3769873079533792,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
5028,med,HMMViterbi,1,3,1.0,5.557163999999999,1.8095238095238095,2.3619047619047624,38.0,0.0,5.0,21.0,21.0,1.3052631578947371,21.821789023599237,3.0,0.1,0.999999900000005,12.0,0.8,1e-06,1000000.0,3000000.0,,
